,budget,company,country,director,gross,name,rate,star,voter
115,"$40,000,000","Columbia Pictures Corporation,Relativity Media,Original Film,See more »,","USA,UK",Paul Weiland,"$46,012,734",Made of Honor (2008) ,5.9,"Patrick Dempsey,Michelle Monaghan,Kevin McKidd,|,See full cast & crew,","61,467"
116,,"Screen Australia,Goalpost Pictures,Snow Republic,See more »,",Australia,Neil Armfield,,Holding the Man (2015) ,7.3,"Ryan Corr,Sarah Snook,Francesco Ferdinandi,|,See full cast & crew,","7,872"
117,"$20,000,000","Goodspeed Productions,Scott Rudin Productions,See more »,",USA,John Patrick Shanley,"$33,422,556,",Doubt (2008) ,7.5,"Meryl Streep,Philip Seymour Hoffman,Amy Adams,|,See full cast & crew,","111,106"
118,"$8,000,000","Paramount Animation,HanWay Films,Harmonius Claptrap,See more »,","USA,UK",,"$3,759,286",Anomalisa (2015) ,7.3,"David Thewlis,Jennifer Jason Leigh,Tom Noonan,","55,355"
119,"$7,900,000","BBC Films,Cougar Films Ltd.,Ealing Studios,See more »,","UK,Germany",Ol Parker,"$671,240,",Imagine Me & You (2005) ,6.8,"Piper Perabo,Lena Headey,Matthew Goode,|,See full cast & crew,","26,685"
120,,"Triluna Film AG,Carac Films,Schweizer Radio und Fernsehen (SRF),See more »,",Switzerland,Marcel Gisler,,Mario (2018) ,7.6,"Max Hubacher,Aaron Altaras,Jessy Moravec,|,See full cast & crew,",780
121,"$20,000,000","Screen Gems,Moving Pictures, DPI,Gross Entertainment,See more »,",USA,Will Gluck,"$17,231,291,",Fired Up! (2009) ,6.2,"Eric Christian Olsen,Nicholas D'Agosto,Sarah Roemer,|,See full cast & crew,","40,099"
122,"$3,000,000","HBO Films,Fine Line Features,Meno Films,See more »,",USA,Gus Van Sant,"$1,227,000,",Elephant (2003) ,7.2,"Elias McConnell,Alex Frost,Eric Deulen,|,See full cast & crew,","78,700"
123,"$10,000,000","Blueprint Pictures,See more »,","UK,USA,United Arab Emirates",John Madden,"$46,412,041",The Best Exotic Marigold Hotel (2011) ,7.3,"Judi Dench,Bill Nighy,Maggie Smith,|,See full cast & crew,","83,850"
124,"$43,000,000","Columbia Pictures Corporation,Konrad Pictures,See more »,",USA,Roger Kumble,"$24,718,164",The Sweetest Thing (2002) ,5.1,"Cameron Diaz,Thomas Jane,Christina Applegate,|,See full cast & crew,","50,759"
125,"$17,000,000","United Artists,Myriad Pictures,American Zoetrope,See more »,",USA,Victor Salva,"$35,667,218",Jeepers Creepers II (2003) ,5.6,"Jonathan Breck,Ray Wise,Nicki Aycox,|,See full cast & crew,","52,968"
126,"$3,900,000","The Weinstein Company,Trigger Street Productions,Picture Machine,See more »,",USA,Kyle Newman,"$688,529",Fanboys (2009) ,6.6,"Dan Fogler,Jay Baruchel,Kristen Bell,|,See full cast & crew,","53,545"
127,,"Film4,Creative Scotland,Quickfire Films,See more »,",UK,David Mackenzie,"$34,100,",Starred Up (2013) ,7.4,"Jack O'Connell,Ben Mendelsohn,Rupert Friend,|,See full cast & crew,","38,315"
128,"$6,000,000","Castle Rock Entertainment,See more »,",USA,Christopher Guest,"$18,621,249,",Best in Show (2000) ,7.5,"Fred Willard,Eugene Levy,Catherine O'Hara,|,See full cast & crew,","50,336"
129,,"RabbitBandini Productions,Yale Productions,SSS Entertainment,See more »,",USA,Justin Kelly,"$28,505,",King Cobra (2016) ,5.6,"Garrett Clayton,Christian Slater,Molly Ringwald,|,See full cast & crew,","6,365"
130,"$23,000,000","Jerry Weintraub Productions,HBO Films,See more »,",USA,Steven Soderbergh,,Behind the Candelabra (2013) ,7.0,"Michael Douglas,Matt Damon,Scott Bakula,|,See full cast & crew,","36,901"
131,,"Tre Vänner Produktion AB,Film i Väst,Nordisk Film,See more »,",Sweden,Hannes Holm,"$3,358,518,",En man som heter Ove (2015) ,7.7,"Rolf Lassgård,Bahar Pars,Filip Berg,|,See full cast & crew,","35,049"
132,"$85,000,000","Universal Pictures,Relativity Media,Happy Madison Productions,See more »,",USA,Dennis Dugan,"$120,059,556",I Now Pronounce You Chuck & Larry (2007) ,6.0,"Adam Sandler,Kevin James,Jessica Biel,|,See full cast & crew,","130,993"
133,"$13,000,000","Dollface,FilmColony,Miramax,See more »,",USA,Mark Christopher,"$16,574,731,",54 (1998) ,5.8,"Ryan Phillippe,Salma Hayek,Neve Campbell,|,See full cast & crew,","29,844"
134,,"An Olive Branch Productions,SCTV,Soundplace,See more »,","USA,Indonesia",John Huddles,,After the Dark (2013) ,5.7,"James D'Arcy,Sophie Lowe,Daryl Sabara,|,See full cast & crew,","19,533"
135,"$20,000,000","Screen Gems,Original Film,Newmarket Films,See more »,","USA,Canada",Nelson McCormick,"$43,869,350,",Prom Night (2008) ,3.9,"Brittany Snow,Scott Porter,Jessica Stroup,|,See full cast & crew,","30,986"
136,,"Killer Films,Benaroya Pictures,Outpost Studios,See more »,",USA,John Krokidas,"$1,029,949,",Kill Your Darlings (2013) ,6.5,"Daniel Radcliffe,Dane DeHaan,Michael C. Hall,|,See full cast & crew,","31,665"
137,,"Mars Films,Vendôme Production,Poisson Rouge Pictures,See more »,","France,UK",Hugo Gélin,,Demain tout commence (2016) ,7.4,"Omar Sy,Clémence Poésy,Antoine Bertrand,|,See full cast & crew,","15,737"
138,"$18,000,000","Twentieth Century Fox,Robert Simonds Productions,Mediastream Dritte Film GmbH & Co. Beteiligungs KG,See more »,","USA,Germany",Shawn Levy,"$56,127,162,",Just Married (2003) ,5.5,"Ashton Kutcher,Brittany Murphy,Christian Kane,|,See full cast & crew,","62,967"
139,"$6,000,000","Lions Gate Films,Cruise/Wagner Productions,Baumgarten Merims Productions,See more »,","USA,Canada",Billy Ray,"$2,220,008",Shattered Glass (2003) ,7.2,"Hayden Christensen,Chloë Sevigny,Steve Zahn,|,See full cast & crew,","31,221"
140,"$2,000,000","Exclusive Media Group,Panay Films,Primate Pictures,See more »,",USA,,"$13,746,550,",Hit and Run (2012) ,6.1,"Dax Shepard,Kristen Bell,Bradley Cooper,|,See full cast & crew,","31,949"
141,,"Antidote Films (I),Desperate Pictures,Fortissimo Films,See more »,","USA,Netherlands",Gregg Araki,"$697,181,",Mysterious Skin (2004) ,7.7,"Brady Corbet,Joseph Gordon-Levitt,Elisabeth Shue,|,See full cast & crew,","61,823"
142,"$19,000,000","Paramount Pictures,De Line Pictures,See more »,","USA,New Zealand",Steven Brill,"$58,169,327",Without a Paddle (2004) ,5.9,"Matthew Lillard,Seth Green,Dax Shepard,|,See full cast & crew,","40,806"
143,"$18,500,000","Warner Bros.,Radar Pictures,Media Rights Capital (MRC),See more »,",USA,,"$18,439,082,",The Invention of Lying (2009) ,6.4,"Ricky Gervais,Jennifer Garner,Jonah Hill,|,See full cast & crew,","104,308"
144,"$6,500,000","New Line Cinema,Takoma Entertainment Group,Base 12 Productions,See more »,",USA,Adam Rifkin,"$4,217,115",Detroit Rock City (1999) ,6.9,"Edward Furlong,Giuseppe Andrews,James DeBello,|,See full cast & crew,","32,775"
145,"$1,200,000","Cheerleader LLC,Hate Kills Man (HKM),Ignite Entertainment,See more »,",USA,Jamie Babbit,"$2,205,627",But I'm a Cheerleader (1999) ,6.6,"Natasha Lyonne,Clea DuVall,Michelle Williams,|,See full cast & crew,","22,624"
146,"$12,000,000","The Weinstein Company,Yucaipa Films,Pathé,See more »,","UK,USA,France",Stephen Frears,"$37,707,719,",Philomena (2013) ,7.6,"Judi Dench,Steve Coogan,Sophie Kennedy Clark,|,See full cast & crew,","86,758"
147,"$20,000,000","Lionsgate,IM Global,Shoebox Films,See more »,","UK,USA",Steven Knight,"$34,956,",Hummingbird (2013) ,6.2,"Jason Statham,Agata Buzek,Vicky McClure,|,See full cast & crew,","59,655"
148,,"Pensa & Rocca Producciones,Oh My Gomez! Films,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),See more »,",Argentina,Martín Deus,,Mi mejor amigo (2018) ,7.2,"Angelo Mutti Spinetta,Lautaro Rodríguez,Mariana Anghileri,|,See full cast & crew,",218
149,"$15,000,000","Fox Searchlight Pictures,DNA Films,UK Film Council,See more »,",UK,Richard Eyre,"$17,508,670,",Notes on a Scandal (2006) ,7.4,"Cate Blanchett,Judi Dench,Andrew Simpson,|,See full cast & crew,","69,887"
150,"$54,000,000","Revolution Studios,City Light Films,Casey Silver Productions,See more »,",USA,Martin Brest,"$6,068,735,",Gigli (2003) ,2.4,"Ben Affleck,Jennifer Lopez,Justin Bartha,|,See full cast & crew,","43,967"
151,"$21,000,000","Scott Rudin Productions,South Park Studios,Comedy Central,See more »,",USA,Trey Parker,"$52,008,288,","South Park: Bigger, Longer & Uncut (1999) ",7.8,"Trey Parker,Matt Stone,Mary Kay Bergman,|,See full cast & crew,","178,379"
152,"$6,500,000","This Is That Productions,See more »,",USA,Nicole Holofcener,"$13,367,101,",Friends with Money (2006) ,5.8,"Jennifer Aniston,Frances McDormand,Catherine Keener,|,See full cast & crew,","23,371"
153,"$50,000,000","Regency Enterprises,New Regency Pictures,Epsilon Motion Pictures,See more »,",USA,Marc Forster,"$3,626,883,",Stay (2005) ,6.9,"Ewan McGregor,Naomi Watts,Ryan Gosling,|,See full cast & crew,","68,867"
154,"$3,200,000","Olympus Pictures,Parts and Labor,Northwood Productions (II),See more »,",USA,Mike Mills,"$5,790,894,",Beginners (2010) ,7.2,"Ewan McGregor,Christopher Plummer,Mélanie Laurent,|,See full cast & crew,","82,449"
155,"$21,000,000","Touchstone Pictures,Radar Pictures,1821 Pictures,See more »,",USA,Joshua Michael Stern,"$16,284,360,",Swing Vote (2008) ,6.1,"Kevin Costner,Paula Patton,Kelsey Grammer,|,See full cast & crew,","16,459"
156,,"Soul Kiss Films,FilmMcQueen,See more »,",USA,Nicole Conn,,Elena Undone (2010) ,6.2,"Necar Zadegan,Thunderbird Dinwiddie,Gary Weeks,|,See full cast & crew,","4,561"
157,,"Goldcrest Pictures,Bend It Films,Internationale Filmproduktion Stella-del-Süd,See more »,","USA,Germany,UK",Gurinder Chadha,,"Angus, Thongs and Perfect Snogging (2008) ",6.4,"Georgia Groome,Aaron Taylor-Johnson,Karen Taylor,|,See full cast & crew,","23,223"
158,"$37,000,000","Warner Bros.,Marc Platt Productions,See more »,",USA,Kevin Smith,"$44,875,481",Cop Out (2010) ,5.6,"Bruce Willis,Tracy Morgan,Juan Carlos Hernández,|,See full cast & crew,","80,358"
159,"$13,000,000","Victoires International,Pirol Stiftung,Canal+,See more »,","France,Liechtenstein,Switzerland,Germany,USA",,"$4,857,376,","Paris, je t'aime (2006) ",7.3,"Juliette Binoche,Leonor Watling,Ludivine Sagnier,|,See full cast & crew,","67,025"
160,"$7,000,000","Double Feature Films,Endgame Entertainment,High Frequency Entertainment,See more »,",USA,Peter Sollett,"$532,988,",Freeheld (2015) ,6.5,"Julianne Moore,Ellen Page,Steve Carell,|,See full cast & crew,","10,141"
161,,"J Thomas Entertainment,Sugar Studios LA,See more »,",USA,Jesse Thomas,,Walk of Fame (2017) ,3.1,"Scott Eastwood,Malcolm McDowell,Chris Kattan,|,See full cast & crew,",681
162,"$60,795,000","Revolution Studios,See more »,",USA,James Foley,"$23,984,949",Perfect Stranger (2007) ,5.7,"Halle Berry,Bruce Willis,Giovanni Ribisi,|,See full cast & crew,","41,482"
163,"$29,000,000","Columbia Pictures Corporation,Laurence Mark Productions,See more »,",USA,Nicholas Hytner,"$17,174,870,",Center Stage (2000) ,6.7,"Amanda Schull,Ethan Stiefel,Sascha Radetsky,|,See full cast & crew,","17,223"
164,,"Miramax,Revolution Studios,Initial Entertainment Group (IEG),See more »,","Germany,USA",Lasse Hallström,,An Unfinished Life (2005) ,7.0,"Jennifer Lopez,Robert Redford,Morgan Freeman,|,See full cast & crew,","26,662"
165,"$60,000,000","Dimension Films,Warner Bros.,AR-TL,See more »,",USA,Todd Phillips,"$88,237,754",Starsky & Hutch (2004) ,6.1,"Ben Stiller,Owen Wilson,Snoop Dogg,|,See full cast & crew,","129,391"
166,"$700,000","Hunting Lane Films,Journeyman Pictures,Silverwood Films,See more »,",USA,Ryan Fleck,"$2,694,973,",Half Nelson (2006) ,7.2,"Ryan Gosling,Anthony Mackie,Shareeka Epps,|,See full cast & crew,","79,073"
167,,"Toledo Productions,See more »,",UK,Ben A. Williams,,The Pass (2016) ,6.4,"Russell Tovey,Arinzé Kene,Lisa McGrillis,|,See full cast & crew,","2,163"
168,"$16,000,000","Metro-Goldwyn-Mayer (MGM),Turbo Productions,Boz Productions,See more »,",USA,Jessy Terrero,"$13,922,211,",Soul Plane (2004) ,4.4,"Dwayne Adway,Snoop Dogg,Tom Arnold,|,See full cast & crew,","19,954"
169,,"Patriot Pictures,RabbitBandini Productions,Thats Hollywood,See more »,",USA,Justin Kelly,,I Am Michael (2015) ,5.7,"James Franco,Zachary Quinto,Emma Roberts,|,See full cast & crew,","3,830"
170,"$5,000,000","World of Wonder,Killer Films,ContentFilm,See more »,","USA,Netherlands",,"$728,253,",Party Monster (2003) ,6.3,"Macaulay Culkin,Wilson Cruz,Seth Green,|,See full cast & crew,","13,844"
171,"$7,300,000","2.4.7. Films,France 3 Cinéma,The Kennedy/Marshall Company,See more »,","France,USA",,"$4,443,403,",Persepolis (2007) ,8.1,"Chiara Mastroianni,Catherine Deneuve,Gena Rowlands,|,See full cast & crew,","79,951"
172,"$15,000,000","Sony Pictures Classics,Wild Bunch,Gravier Productions,See more »,","USA,France",Woody Allen,"$5,306,447,",Whatever Works (2009) ,7.2,"Evan Rachel Wood,Larry David,Henry Cavill,|,See full cast & crew,","65,865"
173,"$1,000,000","No Matter Pictures,Crispy Films,Adam Sherman,See more »,","USA,UK",Goran Dukic,"$316,996,",Wristcutters: A Love Story (2006) ,7.3,"Patrick Fugit,Shea Whigham,Tom Waits,|,See full cast & crew,","50,439"
174,"$11,000,000","Fox Searchlight Pictures,Qwerty Films,N1 European Film Produktions GmbH & Co. KG,See more »,","USA,Germany",Bill Condon,"$10,214,647,",Kinsey (2004) ,7.1,"Liam Neeson,Laura Linney,Chris O'Donnell,|,See full cast & crew,","45,344"
175,,"Les Films de Pierre,France 3 Cinéma,Page 114,See more »,",France,Robin Campillo,"$125,189,",120 battements par minute (2017) ,7.5,"Nahuel Pérez Biscayart,Arnaud Valois,Adèle Haenel,|,See full cast & crew,","9,195"
176,,"Cranium Entertainment,ProMedia NYC,See more »,",USA,Matt Kugelman,,Hurricane Bianca: From Russia with Hate (2018) ,4.6,"Rachel Dratch,Sally Jessy Raphael,Jason Bellini,|,See full cast & crew,","1,219"
177,"$20,000,000","New Regency Pictures,Epsilon Motion Pictures,Regency Enterprises,See more »,","USA,Switzerland",,"$48,548,426,",Date Movie (2006) ,2.8,"Alyson Hannigan,Adam Campbell,Fred Willard,|,See full cast & crew,","53,859"
178,"$7,500,000","Warner Independent Pictures (WIP),2929 Productions,Participant Media,See more »,","USA,France,UK,Japan",George Clooney,"$31,501,218,","Good Night, and Good Luck. (2005) ",7.5,"David Strathairn,George Clooney,Patricia Clarkson,|,See full cast & crew,","89,024"
179,,"Maiden Voyage,Ocean Blue Entertainment,Route One Entertainment,See more »,",USA,Sian Heder,,Tallulah (2016) ,6.7,"Ellen Page,Allison Janney,Tammy Blanchard,|,See full cast & crew,","13,887"
180,"€1,055,000","Treasure Entertainment,Windmill Lane Pictures,See more »,",Ireland,John Butler,,Handsome Devil (2016) ,7.1,"Fionn O'Shea,Ardal O'Hanlon,Amy Huberman,|,See full cast & crew,","6,736"
181,,"Kurhaus Production,Südwestrundfunk (SWR),See more »,",Germany,Stephan Lacant,,Freier Fall (2013) ,7.6,"Hanno Koffler,Max Riemelt,Attila Borlan,|,See full cast & crew,","15,177"
182,,"Sunroom Pictures,See more »,",USA,Stephen Cone,,Princess Cyd (2017) ,6.7,"Marika Mashburn,Jessie Pinnick,Paul Fagen,|,See full cast & crew,","1,836"
183,,"Enlightenment Productions,See more »,",UK,Shamim Sarif,"$39,373,",I Can't Think Straight (2008) ,6.6,"Lisa Ray,Sheetal Sheth,Antonia Frering,|,See full cast & crew,","6,894"
184,"$13,000,000","EuropaCorp,Mad Chance,Consolidated Pictures Group,See more »,","France,USA",,"$2,035,566,",I Love You Phillip Morris (2009) ,6.6,"Jim Carrey,Ewan McGregor,Leslie Mann,|,See full cast & crew,","85,823"
185,,"Envision Media Arts,Team Todd,PalmStar Media,See more »,",USA,Lee Toland Krieger,"$3,094,687,",Celeste & Jesse Forever (2012) ,6.6,"Rashida Jones,Andy Samberg,Elijah Wood,|,See full cast & crew,","27,087"
186,"$5,000,000","Mandalay Vision,Wind Dancer Productions,Detour Filmproduction,See more »,",USA,Richard Linklater,"$9,203,192,",Bernie (2011) ,6.8,"Jack Black,Shirley MacLaine,Matthew McConaughey,|,See full cast & crew,","52,636"
187,"$28,000,000","Focus Features,Miramax,Back Lot Pictures,See more »,",USA,Allen Coulter,"$14,415,222,",Hollywoodland (2006) ,6.5,"Adrien Brody,Ben Affleck,Diane Lane,|,See full cast & crew,","31,089"
188,,"Desperate Pictures,Orange Studio,Why Not Productions,See more »,","France,USA",Gregg Araki,"$33,518,",White Bird in a Blizzard (2014) ,6.4,"Shailene Woodley,Eva Green,Christopher Meloni,|,See full cast & crew,","24,721"
189,,"Lions Gate Films,Discovery Docs,Real Big Production,See more »,",USA,Werner Herzog,"$3,174,085,",Grizzly Man (2005) ,7.8,"Timothy Treadwell,Amie Huguenard,Werner Herzog,|,See full cast & crew,","47,105"
190,"$60,000,000","New Line Cinema,BenderSpink,Spring Creek Productions,See more »,","Germany,USA",Robert Luketic,"$82,931,301",Monster-in-Law (2005) ,5.5,"Jennifer Lopez,Michael Vartan,Jane Fonda,|,See full cast & crew,","50,303"
191,"$20,000,000","Ecosse Films,BBC Films,UK Film Council,See more »,","UK,Italy,Morocco",Julian Jarrold,"$6,414,563,",Brideshead Revisited (2008) ,6.7,"Matthew Goode,Patrick Malahide,Hayley Atwell,|,See full cast & crew,","11,180"
192,,"Pathé Pictures International,Bórd Scannán na hÉireann,Northern Ireland Film and Television Commission,See more »,","Ireland,UK",Neil Jordan,"$828,699,",Breakfast on Pluto (2005) ,7.3,"Cillian Murphy,Morgan Jones,Eva Birthistle,|,See full cast & crew,","19,255"
193,"$24,000,000","Bauer Martinez Studios,Templar Films Unlimited,Formula Films,See more »,",USA,Amy Heckerling,,I Could Never Be Your Woman (2007) ,6.0,"Michelle Pfeiffer,Paul Rudd,Saoirse Ronan,|,See full cast & crew,","15,885"
194,"$38,000,000","Dimension Films,Outerbanks Entertainment,Craven-Maddalena Films,See more »,","Germany,USA",Wes Craven,"$19,297,522",Cursed (2005) ,5.0,"Christina Ricci,Jesse Eisenberg,Portia de Rossi,|,See full cast & crew,","28,379"
195,"$500,000","Whitewater Films,See more »,",USA,Jacob Estes,"$603,951",Mean Creek (2004) ,7.3,"Rory Culkin,Ryan Kelley,Scott Mechlowicz,|,See full cast & crew,","28,797"
196,"$4,600,000","Celluloid Dreams,Montfort Producciones,Killer Films,See more »,","France,Spain,USA",Tom Kalin,"$434,417,",Savage Grace (2007) ,5.9,"Julianne Moore,Eddie Redmayne,Stephen Dillane,|,See full cast & crew,","9,933"
197,"CAD 13,000,000","Serendipity Point Films,Distant Horizon,Detalle Films,See more »,","Canada,Mexico,Germany,South Africa",Atom Egoyan,"$637,555,",Remember (2015) ,7.4,"Christopher Plummer,Kim Roberts,Amanda Smith,|,See full cast & crew,","17,933"
198,"$27,000,000","Winkler Films,See more »,",USA,Irwin Winkler,"$15,652,637,",Life as a House (2001) ,7.5,"Hayden Christensen,Kevin Kline,Kristin Scott Thomas,|,See full cast & crew,","41,332"
199,,"GP Pictures,here! Films,See more »,",USA,Jonah Markowitz,"$142,666,",Shelter (2007) ,7.8,"Trevor Wright,Brad Rowe,Tina Holmes,|,See full cast & crew,","18,834"
200,"$15,500,000","Icon Entertainment International,Rocket Pictures,Prospero Pictures,See more »,","USA,UK,Canada",Nick Hurran,,It's a Boy Girl Thing (2006) ,6.3,"Samaire Armstrong,Kevin Zegers,Sherry Miller,|,See full cast & crew,","36,443"
