,budget,company,country,director,gross,name,rate,star,voter
215,,"Channel Four Films,Fandango,Mikado Film,See more »,","Italy,UK",Tim Roth,"$254,441,",The War Zone (1999) ,7.4,"Ray Winstone,Kate Ashfield,Annabelle Apsion,|,See full cast & crew,","8,793"
216,,"India Take One Productions,Miramax,See more »,","USA,Australia",Jane Campion,"$1,758,780,",Holy Smoke (1999) ,5.9,"Kate Winslet,Harvey Keitel,Julie Hamilton,|,See full cast & crew,","13,081"
217,,"Empera Pictures,Imageworks Entertainment International,Replay Pictures,See more »,",USA,Vanessa Parise,,Kiss the Bride (2002) ,5.5,"Amanda Detmer,Sean Patrick Flanery,Brooke Langton,|,See full cast & crew,","1,059"
218,"$600,000","Depth of Field,1821 Pictures,See more »,",USA,Paul Weitz,"$6,980,421,",Grandma (2015) ,6.7,"Lily Tomlin,Julia Garner,Marcia Gay Harden,|,See full cast & crew,","13,234"
219,"AUD 14,000,000","Screen Australia,Quickfire Films,Screen NSW,See more »,","Australia,UK",Stephan Elliott,,A Few Best Men (2011) ,5.7,"Laura Brent,Xavier Samuel,Kris Marshall,|,See full cast & crew,","11,824"
220,,"Maria & Mayer,Les Films du Bélier,Syndrome Films,See more »,","Portugal,France,Brazil",,,Diamantino (2018) ,6.4,"Carloto Cotta,Cleo Tavares,Anabela Moreira,|,See full cast & crew,",433
221,,"Freefall Films,Hollywood Sky Entertainment,Incognito Pictures,See more »,",USA,Michael Winnick,,"Guns, Girls and Gambling (2012) ",5.5,"Christian Slater,Powers Boothe,Dane Cook,|,See full cast & crew,","3,681"
222,,"Desperate Pictures,Wild Bunch,Super Crispy Entertainment,See more »,","USA,France",Gregg Araki,"$116,478,",Kaboom (2010) ,5.7,"Thomas Dekker,Haley Bennett,Chris Zylka,|,See full cast & crew,","11,599"
223,"$825,000","NALA Films,Supino Pictures,See more »,",USA,Eric Amadio,,After Sex (2007) ,5.5,"Marc Blucas,Jose Pablo Cantillo,Emmanuelle Chriqui,|,See full cast & crew,","7,536"
224,,"Purple Milk,Indion Entertainment Group,See more »,",USA,Natalia Leite,,Bare (2015) ,5.0,"Dianna Agron,Paz de la Huerta,Chris Zylka,|,See full cast & crew,","1,539"
225,,"Omega Project,See more »,",Japan,Sion Sono,,Ai no mukidashi (2008) ,8.1,"Takahiro Nishijima,Hikari Mitsushima,Sakura Andô,|,See full cast & crew,","9,526"
226,"$26,000,000","Universal Pictures,Depth of Field,See more »,",USA,Paul Weitz,"$45,489,752,",In Good Company (2004) ,6.5,"Dennis Quaid,Topher Grace,Scarlett Johansson,|,See full cast & crew,","51,270"
227,"$125,000","Ada Films,See more »,",USA,Lynn Shelton,"$1,573,712,",Your Sister's Sister (2011) ,6.7,"Mark Duplass,Emily Blunt,Rosemarie DeWitt,|,See full cast & crew,","24,369"
228,,"Move Movie,Gaumont,Mely Productions,See more »,",France,Mélanie Laurent,"$42,297,",Respire (2014) ,7.1,"Joséphine Japy,Lou de Laâge,Isabelle Carré,|,See full cast & crew,","5,873"
229,,"New Zealand Film Commission,Unison Films,Whenua Films,See more »,",New Zealand,Taika Waititi,"$221,846,",Eagle vs Shark (2007) ,6.8,"Loren Taylor,Jemaine Clement,Craig Hall,|,See full cast & crew,","19,849"
230,"$7,000,000","Warner Independent Pictures (WIP),Telegraph Films,Big Beach Films,See more »,",USA,Liev Schreiber,"$1,705,595,",Everything Is Illuminated (2005) ,7.5,"Elijah Wood,Eugene Hutz,Boris Lyoskin,|,See full cast & crew,","54,230"
231,,"Prime Film Productions LLC,Stratus Film Co.,Team Todd,See more »,",USA,Ben Younger,"$22,827,153",Prime (2005) ,6.2,"Uma Thurman,Meryl Streep,Bryan Greenberg,|,See full cast & crew,","37,674"
232,,"GreeneStreet Films,Lakeshore Entertainment,Metro-Goldwyn-Mayer (MGM),See more »,",USA,Robert Benton,"$3,504,875,",Feast of Love (2007) ,6.7,"Morgan Freeman,Radha Mitchell,Alexa Davalos,|,See full cast & crew,","15,222"
233,,"Opera Film (II),See more »,",Italy,Asia Argento,"$18,062,",Scarlet Diva (2000) ,5.2,"Asia Argento,Jean Shepard,Herbert Fritsch,|,See full cast & crew,","2,058"
234,,"Sony Pictures Classics,Good Machine,Antidote Films (I),See more »,",USA,Lisa Cholodenko,"$3,663,356,",Laurel Canyon (2002) ,6.4,"Frances McDormand,Alessandro Nivola,Christian Bale,|,See full cast & crew,","15,010"
235,,"Destination Films,Forensic Films,GreeneStreet Films,See more »,",USA,Alice Wu,"$1,186,323,",Saving Face (2004) ,7.5,"Joan Chen,Michelle Krusiec,Lynn Chen,|,See full cast & crew,","8,827"
236,"$5,000,000","Big Beach Films,InFilm Productions,IM Global,See more »,",USA,Gaby Dellal,"$66,371,",3 Generations (2015) ,5.8,"Naomi Watts,Elle Fanning,Susan Sarandon,|,See full cast & crew,","4,564"
237,"$2,500,000","REN-Mar Studios,Prospect Pictures,See more »,",USA,Marcos Siega,"$305,688,",Pretty Persuasion (2005) ,6.6,"Evan Rachel Wood,Ron Livingston,James Woods,|,See full cast & crew,","9,343"
238,,"Trio Pictures,See more »,",USA,Michael Goi,,Megan Is Missing (2011) ,4.7,"Amber Perkins,Rachel Quinn,Dean Waite,|,See full cast & crew,","7,398"
239,,"Shaftesbury Films,See more »,",Canada,Spencer Maybee,,The Carmilla Movie (2017) ,6.8,"Elise Bauman,Natasha Negovanlis,Annie Briggs,|,See full cast & crew,","1,623"
240,"$4,000,000","Blank of the Dead Productions,Devonshire Productions,New Romero,See more »,","USA,Canada",George A. Romero,"$101,740",Survival of the Dead (2009) ,4.9,"Alan Van Sprang,Kenneth Welsh,Kathleen Munroe,|,See full cast & crew,","19,034"
241,,"Unsolicited Pictures,See more »,",Canada,Sarah Rotella,,Almost Adults (2016) ,5.6,"Natasha Negovanlis,Elise Bauman,Justin Gerhard,|,See full cast & crew,","2,225"
242,,"SPEAKproductions,Martian Entertainment,See more »,",USA,Tom Gustafson,,Hello Again (2017) ,5.1,"Martha Plimpton,Sam Underwood,Nolan Gerard Funk,|,See full cast & crew,",228
243,"$3,000,000","Two Prong Lesson,See more »,",USA,,"$5,005,",Tanner Hall (2009) ,5.9,"Rooney Mara,Georgia King,Brie Larson,|,See full cast & crew,","2,881"
244,,"TS Productions,La Sorcière Rouge,Centre National de la Cinématographie (CNC),See more »,",France,Jean-Claude Brisseau,"$22,490,",Les anges exterminateurs (2006) ,5.4,"Frédéric van den Driessche,Maroussia Dubreuil,Lise Bellynck,|,See full cast & crew,","2,718"
245,"$85,000","Freak Show Entertainment,See more »,",USA,Joseph Guzman,,Nude Nuns with Big Guns (2010) ,3.9,"Asun Ortega,David Castro,Perry D'Marco,|,See full cast & crew,","5,103"
246,"$12,000,000","Plan B Entertainment,Sound for Film,See more »,",USA,Ryan Murphy,"$6,754,898,",Running with Scissors (2006) ,6.2,"Joseph Cross,Annette Bening,Brian Cox,|,See full cast & crew,","21,062"
247,,"Lions Gate Films,See more »,",USA,Don Roos,"$1,311,633,",Happy Endings (2005) ,6.4,"Lisa Kudrow,Steve Coogan,Maggie Gyllenhaal,|,See full cast & crew,","8,560"
248,"$16,000,000","StudioCanal,Manifest Film Company,Palomar Pictures (II),See more »,","USA,Canada,France",Kathryn Bigelow,"$102,622,",The Weight of Water (2000) ,5.9,"Catherine McCormack,Sean Penn,Sarah Polley,|,See full cast & crew,","8,362"
249,,"Robbins Entertainment,Intrinsic Value Films,Natural Nylon Entertainment,See more »,",USA,Austin Chick,"$103,874,",XX/XY (2002) ,6.0,"Mark Ruffalo,Kathleen Robertson,Maya Stange,|,See full cast & crew,","2,955"
250,"$500,000","Luna Pictures,Piloton Entertainment,Velvet Films,See more »,",USA,Todd Stephens,"$654,132,",Another Gay Movie (2006) ,5.0,"Michael Carbonaro,Jonathan Chase,Jonah Blechman,|,See full cast & crew,","8,339"
251,,"HBO Documentary Films,Jigsaw Productions,Sky Atlantic,See more »,",USA,Alex Gibney,,Going Clear: Scientology & the Prison of Belief (2015) ,8.0,"Paul Haggis,Jason Beghe,Spanky Taylor,|,See full cast & crew,","33,208"
252,,"Bob Yari Productions,Bull's Eye Entertainment,DEJ Productions,See more »,",USA,Mitch Rouse,,Employee of the Month (2004) ,6.2,"Matt Dillon,Steve Zahn,Christina Applegate,|,See full cast & crew,","8,980"
253,,"Live Nation Productions,9.14 Pictures,Another Brother Productions,See more »,",USA,Don Argott,,Believer (2018) ,7.2,"Dan Reynolds,Aja Volkman,Ben McKee,|,See full cast & crew,",533
254,"$10,000,000","Boll Kino Beteiligungs GmbH & Co. KG,Brightlight Pictures,Herold Productions,See more »,","USA,Canada,Germany",Uwe Boll,,BloodRayne: The Third Reich (2011) ,3.0,"Natassia Malthe,Brendan Fletcher,Michael Paré,|,See full cast & crew,","5,480"
255,"$35,000,000","Miramax,See more »,",USA,Lasse Hallström,"$11,434,216",The Shipping News (2001) ,6.8,"Kevin Spacey,Julianne Moore,Judi Dench,|,See full cast & crew,","30,497"
256,"$45,000,000","Baumgarten-Prophet Entertainment,IndieProd Company Productions,Long Road Entertainment,See more »,",USA,Mic Rodgers,"$10,431,220,",Universal Soldier: The Return (1999) ,4.1,"Jean-Claude Van Damme,Bill Goldberg,Heidi Schanz,|,See full cast & crew,","26,121"
257,,"Soul Kiss Films,See more »,",USA,Marina Rice Bader,,Anatomy of a Love Seen (2014) ,4.7,"Sharon Hinnendael,Jill Evyn,Constance Brenneman,|,See full cast & crew,","2,189"
258,"$14,000,000","Paramount Pictures,MTV Productions,Pacific Western,See more »,",USA,Alan Cohn,"$15,062,898,",Dead Man on Campus (1998) ,6.1,"Tom Everett Scott,Mark-Paul Gosselaar,Poppy Montgomery,|,See full cast & crew,","12,577"
259,"€5,300,000","Bac Films,Ce Qui Me Meut Motion Pictures,France 2 Cinéma,See more »,","France,Spain",Cédric Klapisch,"$3,895,664,",L'auberge espagnole (2002) ,7.3,"Romain Duris,Judith Godrèche,Kelly Reilly,|,See full cast & crew,","37,141"
260,,"Haos Film,Greek Film Center,Faliro House Productions,See more »,",Greece,Athina Rachel Tsangari,"$23,787,",Attenberg (2010) ,6.2,"Ariane Labed,Vangelis Mourikis,Evangelia Randou,|,See full cast & crew,","5,207"
261,,"Balthazar Productions,Canal+,Région Ile-de-France,See more »,",France,Céline Sciamma,"$77,310,",Naissance des pieuvres (2007) ,6.7,"Pauline Acquart,Louise Blachère,Adèle Haenel,|,See full cast & crew,","7,779"
262,"$6,000,000","Code Entertainment,Jersey Shore,Marigold Productions Inc.,See more »,",USA,Nick Gomez,"$15,427,192,",Drowning Mona (2000) ,5.6,"Danny DeVito,Bette Midler,Neve Campbell,|,See full cast & crew,","12,490"
263,,"City Lights Pictures,M.E.G.A. Films,Trybe Films,See more »,",USA,Talia Lugacy,"$130,361,",Descent (2007) ,4.8,"Rosario Dawson,Chad Faust,Marcus Patrick,|,See full cast & crew,","2,752"
264,,"Yash Raj Films,See more »,",India,Aditya Chopra,,Befikre (2016) ,3.9,"Ranveer Singh,Vaani Kapoor,Akarsh Khurana,|,See full cast & crew,","6,063"
265,,"Haven Entertainment,Minerva Productions,Red Crown Productions,See more »,",USA,Susanna Fogel,"$7,563,",Life Partners (2014) ,6.2,"Leighton Meester,Gillian Jacobs,Adam Brody,|,See full cast & crew,","7,629"
266,,"Greentrees Films,Sun-Lite Pictures (II),Trimark Pictures,See more »,",USA,Mike Binder,,The Sex Monster (1999) ,5.3,"Mariel Hemingway,Mike Binder,Renée Humphrey,|,See full cast & crew,","2,375"
267,,"Race Point Films,Public Square Films,See more »,",USA,Deb Shoval,,AWOL (2016) ,5.3,"Lola Kirke,Kyle Monaghan,Dale Soules,|,See full cast & crew,",726
268,"$5,000,000","Avenue Pictures,S and D Productions,Sandbar Pictures,See more »,",USA,Daniel Waters,"$23,563,",Sex and Death 101 (2007) ,6.0,"Robert Wisdom,Tanc Sade,Patton Oswalt,|,See full cast & crew,","10,144"
269,,"United Artists,Sony Pictures Classics,Mr. Mudd,See more »,",USA,Terry Zwigoff,"$3,296,916,",Art School Confidential (2006) ,6.3,"Max Minghella,Sophia Myles,John Malkovich,|,See full cast & crew,","15,850"
270,,"Gemini Films,Madragoa Filmes,Amour Fou Filmproduktion,See more »,","France,Portugal,Austria,Spain",Christophe Honoré,"$70,395,",Ma mère (2004) ,5.1,"Isabelle Huppert,Louis Garrel,Emma de Caunes,|,See full cast & crew,","5,624"
271,,"Mandate Pictures,Kingsgate Films,Destination Films,See more »,",USA,Sebastian Gutierrez,"$106,398,",Rise (2007) ,4.9,"Lucy Liu,Michael Chiklis,Carla Gugino,|,See full cast & crew,","10,869"
272,"$1,000,000","Banner Entertainment,Meanwhile Films,See more »,",USA,Greg Berlanti,"$1,744,858,",The Broken Hearts Club: A Romantic Comedy (2000) ,7.0,"Timothy Olyphant,Dean Cain,Zach Braff,|,See full cast & crew,","6,612"
273,,,Venezuela,Fina Torres,,Liz en Septiembre (2014) ,5.5,"Patricia Velasquez,Eloisa Maturen,Mimi Lazo,|,See full cast & crew,",917
274,"$5,500,000","British Broadcasting Corporation (BBC),Fox Iris Productions,Intermedia Films,See more »,","UK,USA",Richard Eyre,"$1,292,119,",Iris (2001) ,7.1,"Judi Dench,Jim Broadbent,Kate Winslet,|,See full cast & crew,","15,961"
275,"$8,000,000","40 Acres & A Mule Filmworks,Rule 8,See more »,",USA,Spike Lee,"$365,134,",She Hate Me (2004) ,5.3,"Anthony Mackie,Kerry Washington,Ellen Barkin,|,See full cast & crew,","6,794"
276,"$2,000,000","Ambi Pictures,Hammerton Productions,Stonelock Pictures,See more »,","USA,Italy",Barry Levinson,,The Humbling (2014) ,5.6,"Al Pacino,Greta Gerwig,Nina Arianda,|,See full cast & crew,","5,709"
277,,"Anka Film,Beauftragter der Bundesregierung für Angelegenheiten der Kultur und der Medien (BKM),Dorje Film,See more »,","Germany,Turkey,Italy",Fatih Akin,"$741,283,",Auf der anderen Seite (2007) ,7.8,"Baki Davrak,Gürsoy Gemec,Cengiz Daner,|,See full cast & crew,","28,418"
278,,"Deerjen Films,RCR Media Group,See more »,",USA,Bradley Rust Gray,"$1,041,",Jack & Diane (2012) ,4.5,"Riley Keough,Juno Temple,Kylie Minogue,|,See full cast & crew,","2,489"
279,,"Brandman Productions,CinemaLab,See more »,",USA,Miles Brandman,,Sex and Breakfast (2007) ,4.9,"Macaulay Culkin,Kuno Becker,Eliza Dushku,|,See full cast & crew,","3,993"
280,,"Remstar Productions,Dakota Films,Spice Factory,See more »,","UK,Canada",John Duigan,"$398,278,",Head in the Clouds (2004) ,6.6,"Charlize Theron,Stuart Townsend,Penélope Cruz,|,See full cast & crew,","13,627"
281,"$50,000","Ariztical Entertainment,See more »,",USA,Q. Allan Brocka,"$155,212,",Eating Out (2004) ,5.8,"Scott Lunsford,Jim Verraros,Emily Brooke Hands,|,See full cast & crew,","5,569"
282,,"Bruin Grip Services,Lakeshore Entertainment,Pitbull Pictures,See more »,",USA,Karen Moncrieff,"$17,311,",The Dead Girl (2006) ,6.7,"Toni Collette,Brittany Murphy,Marcia Gay Harden,|,See full cast & crew,","13,607"
283,,"Mobra Films,Why Not Productions,Les Films du Fleuve,See more »,","Romania,France,Belgium",Cristian Mungiu,"$109,248,",Dupa dealuri (2012) ,7.6,"Cosmina Stratan,Cristina Flutur,Valeriu Andriuta,|,See full cast & crew,","10,373"
284,"$6,000,000","Polar Entertainment,See more »,",USA,John Waters,"$2,281,761",Pecker (1998) ,6.4,"Edward Furlong,Christina Ricci,Bess Armstrong,|,See full cast & crew,","12,507"
285,"SEK 17,000,000","Memfis Film,Zentropa Entertainments,Film i Väst,See more »,","Sweden,Denmark,Italy",Lukas Moodysson,"$1,069,156,",Tillsammans (2000) ,7.5,"Lisa Lindgren,Michael Nyqvist,Emma Samuelsson,|,See full cast & crew,","19,110"
286,,"Enlightenment Productions,DO Productions,See more »,","South Africa,UK",Shamim Sarif,"$16,832,",The World Unseen (2007) ,6.6,"Lisa Ray,Sheetal Sheth,Parvin Dabas,|,See full cast & crew,","3,356"
287,"$1,500,000","69 Productions,Dark Frames,Maruti Media,See more »,","USA,India",Raj Amit Kumar,,Unfreedom (2014) ,6.2,"Victor Banerjee,Adil Hussain,Bhanu Uday,|,See full cast & crew,","1,662"
288,"$25,000","Freak Show Entertainment,See more »,",USA,Joseph Guzman,,Run! Bitch Run! (2009) ,4.2,"Ivet Corvea,Cheryl Lyone,John Winscher,|,See full cast & crew,","2,511"
289,"$250,000","Fearless Angel Productions LLC,Red Road Studio,See more »,",USA,Ned Farr,,The Gymnast (2006) ,6.5,"Dreya Weber,Addie Yungmee,David De Simone,|,See full cast & crew,","1,913"
290,,"Agrupación de Cine 001 AIE,Castafiore Films,Tornasol Films,See more »,",Spain,,,Mentiras y gordas (2009) ,3.8,"Mario Casas,Ana de Armas,Yon González,|,See full cast & crew,","2,045"
291,"$12,500,000","Morgan Creek Entertainment,See more »,",USA,Mary Lambert,"$5,217,498,",The In Crowd (2000) ,4.6,"Lori Heuring,Susan Ward,Matthew Settle,|,See full cast & crew,","3,960"
292,"$11,500,000","Vertigo Entertainment,Yari Film Group (YFG),See more »,",USA,Brett Simon,,Assassination of a High School President (2008) ,6.3,"Reece Thompson,Mischa Barton,Bruce Willis,|,See full cast & crew,","14,889"
293,"$20,000,000","DreamWorks,Sanford/Pillsbury Productions,See more »,",USA,Peter Ho-Sun Chan,"$8,276,228,",The Love Letter (1999) ,5.4,"Kate Capshaw,Tom Everett Scott,Tom Selleck,|,See full cast & crew,","3,765"
294,,"Les Films du Bélier,Les Films Pelléas,France 2 Cinéma,See more »,","France,Belgium",Katell Quillévéré,"$3,176,",Réparer les vivants (2016) ,6.9,"Tahar Rahim,Emmanuelle Seigner,Anne Dorval,|,See full cast & crew,","2,090"
295,,"GMT Productions,Les Films du Lendemain,France 3 Cinéma,See more »,","France,Spain",Benoît Jacquot,"$72,100,",Les adieux à la reine (2012) ,6.3,"Léa Seydoux,Diane Kruger,Virginie Ledoyen,|,See full cast & crew,","7,313"
296,,"Les Productions du Trésor,Wild Bunch,Orange Studio,See more »,","France,Belgium,Czech Republic",Stéphanie Di Giusto,,La danseuse (2016) ,6.5,"Soko,Gaspard Ulliel,Mélanie Thierry,|,See full cast & crew,","1,674"
297,"$5,000,000","Media Talent Group,Möbius Entertainment,See more »,",USA,Gary Lennon,,.45 (2006) ,5.7,"Milla Jovovich,Angus Macfadyen,Stephen Dorff,|,See full cast & crew,","7,705"
298,"$23,000,000","Artisan Entertainment,Sandcastle 5 Productions,See more »,","USA,Germany",Robert Altman,"$13,113,041,",Dr. T & the Women (2000) ,4.6,"Richard Gere,Helen Hunt,Farrah Fawcett,|,See full cast & crew,","16,635"
299,"$12,000,000","Shangri-La Entertainment,Castle Rock Entertainment,See more »,",USA,Christopher Guest,"$5,542,025,",For Your Consideration (2006) ,6.3,"Catherine O'Hara,Harry Shearer,Parker Posey,|,See full cast & crew,","12,979"
300,"$1,000,000","Power Up Films,See more »,",USA,Jamie Babbit,"$18,479,",Itty Bitty Titty Committee (2007) ,5.6,"Melonie Diaz,Ana Mercedes,Cecile Rivore,|,See full cast & crew,","2,690"
301,,"Screen Australia,Story Bridge Films,Zucker Productions,See more »,","USA,Australia",P.J. Hogan,"$17,346,",Mental (2012) ,6.2,"Toni Collette,Anthony LaPaglia,Liev Schreiber,|,See full cast & crew,","4,565"
302,,,USA,Eric Schaeffer,"$20,289,",Boy Meets Girl (2014) ,7.1,"Michael Welch,Michelle Hendley,Alexandra Turshen,|,See full cast & crew,","3,804"
303,"$500,000","Poultry Productions LLC,Troma Entertainment,See more »,",USA,Lloyd Kaufman,"$23,000,",Poultrygeist: Night of the Chicken Dead (2006) ,6.2,"Jason Yachanin,Kate Graham,Allyson Sereboff,|,See full cast & crew,","6,965"
304,,"Shochiku Company,Sumitomo Corporation,TV Asahi,See more »,",Japan,Yôji Yamada,,Chiisai ouchi (2014) ,7.3,"Takako Matsu,Haru Kuroki,Isao Hashizume,|,See full cast & crew,",915
305,"$450,000","Chicken And Egg Pictures,MBK Entertainment,Northstar Pictures,See more »,",USA,Dee Rees,"$758,099,",Pariah (2011) ,7.2,"Adepero Oduye,Kim Wayans,Aasha Davis,|,See full cast & crew,","5,293"
306,"$12,000,000","Cattleya,Cineritmo,Medusa Film,See more »,","Italy,UK",Franco Zeffirelli,"$14,348,123,",Tea with Mussolini (1999) ,6.9,"Maggie Smith,Judi Dench,Joan Plowright,|,See full cast & crew,","10,095"
307,"$24,000,000","Gramercy Pictures (I),Pacifica Film,Propaganda Films,See more »,","Germany,USA",Neil LaBute,"$25,167,270,",Nurse Betty (2000) ,6.2,"Renée Zellweger,Morgan Freeman,Chris Rock,|,See full cast & crew,","31,527"
308,"$4,600,000","Unstoppable Entertainment,Retro-juice Productions,Atlantic Swiss Productions,See more »,",UK,,,4.3.2.1. (2010) ,5.8,"Emma Roberts,Tamsin Egerton,Ophelia Lovibond,|,See full cast & crew,","9,855"
309,"$4,000,000","Newmarket Capital Group,Red Mullet Productions,Summit Entertainment,See more »,","USA,UK",Mike Figgis,"$399,793,",The Loss of Sexual Innocence (1999) ,5.4,"Julian Sands,Saffron Burrows,Stefano Dionisi,|,See full cast & crew,","2,998"
